
商品UID      SKU                  更新庫存      
7940       GM01092OW01XL        9         
7946       GM01006OW010L        13        
7947       GM01016OW170S        0         
7948       GM01016OW170M        10        
7949       GM01016OW170L        1         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        421       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        53        
7986       GM01024UW133X        234       
7987       GM01072CS0119        3         
7988       GM01072CS0123        32        
7989       GM01072CS0128        29        
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        1         
8006       GM01030CS0128        8         
8007       GM01029CS1123        13        
8008       GM01030CS1128        3         
8009       GM01030CS1028        13        
8010       GM01029CS1723        19        
8011       GM01030CS1728        17        
8012       GM01029CS0323        19        
8013       GM01030CS0328        9         
8014       GM01029CS1023        14        
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        4         
8038       GM11112UW0104        4         
8039       GM01092OW010M        8         
8040       GM01123UW080M        111       
8041       GM01123UW080L        139       
8042       GM01123UW08XL        114       
8043       GM01123UW082X        12        
8044       GM01125UW180M        359       
8045       GM01125UW180L        143       
8046       GM01125UW18XL        32        
8047       GM01125UW182X        46        
8048       GM01124UW130M        252       
8049       GM01124UW130L        314       
8050       GM01124UW13XL        195       
8051       GM01124UW132X        13        
8052       GM01129UW170M        169       
8053       GM01129UW170L        350       
8054       GM01129UW17XL        10        
8055       GM01129UW172X        59        
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        260       
8061       GM01126UW010L        320       
8062       GM01126UW01XL        256       
8063       GM01126UW012X        38        
8064       GM01127UW170M        179       
8065       GM01127UW170L        121       
8066       GM01127UW17XL        49        
8067       GM01127UW172X        55        
8068       GM01032UW020M        0         
8069       GM01132UW010M        129       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        224       
8075       GM01132UW01XL        129       
8076       GM01133UW190M        32        
8077       GM01133UW190L        184       
8078       GM01133UW19XL        62        
8079       GM01133UW192X        105       
8080       GM01134UW170M        82        
8081       GM01136UW170L        91        
8082       GM01136UW17XL        87        
8083       GM01136UW172X        37        
8084       GM01134UW170L        49        
8085       GM01134UW17XL        167       
8086       GM01134UW172X        13        
8087       GM01135UW190M        13        
8088       GM01136UW170M        158       
8089       GM01138UW010S        112       
8090       GM01138UW010M        130       
8091       GM01138UW010L        203       
8092       GM01138UW01XL        107       
8093       GM01138UW012X        52        
8094       GM01138UW013X        140       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        24        
8117       GM01002UW010M        0         
8118       GM01130UW19XL        49        
8119       GM01130UW190L        200       
8120       GM01130UW190M        233       
8121       GM01130UW190S        190       
8134       GM01053BP0102        0         
